Source_lat,Source_lon,Target_lat,Target_lon,Frequency per week
28.567,77.103,21.0901,79.0548,84
15.381,73.831,21.0901,79.0548,14
17.453,78.468,21.0901,79.0548,7
22.7281,75.8042,21.0901,79.0548,15
22.655,88.447,21.0901,79.0548,21
26.761,80.889,21.0901,79.0548,1
19.089,72.868,21.0901,79.0548,57
25.591,85.088,21.0901,79.0548,7
18.582,73.92,21.0901,79.0548,40
21.18,81.739,21.0901,79.0548,7
23.077,72.635,18.582,73.92,41
12.95,77.668,18.582,73.92,117
15.8631,74.6114,18.582,73.92,6
23.287,77.337,18.582,73.92,6
30.673,76.789,18.582,73.92,3
12.907,80.122,18.582,73.92,42
10.152,76.402,18.582,73.92,13
11.03,77.043,18.582,73.92,7
28.567,77.103,18.582,73.92,167
15.381,73.831,18.582,73.92,19
17.453,78.468,18.582,73.92,34
26.824,75.812,18.582,73.92,22
26.251,73.049,18.582,73.92,6
22.655,88.447,18.582,73.92,47
26.761,80.889,18.582,73.92,7
21.0901,79.0548,18.582,73.92,27
20.1129,73.8938,18.582,73.92,7
12.95,77.668,19.6924,74.3941,19
12.907,80.122,19.6924,74.3941,14
28.567,77.103,19.6924,74.3941,14
17.453,78.468,19.6924,74.3941,31
22.7281,75.8042,19.6924,74.3941,7
19.089,72.868,19.6924,74.3941,7
23.077,72.635,20.1129,73.8938,12
17.453,78.468,20.1129,73.8938,7
18.582,73.92,20.1129,73.8938,3
17.453,78.468,19.1833,77.3347,7
19.089,72.868,19.1833,77.3347,7
23.077,72.635,20.9614,75.6192,7
19.089,72.868,20.9614,75.6192,5
12.95,77.668,11.641,92.73,7
12.907,80.122,11.641,92.73,27
28.567,77.103,11.641,92.73,6
17.453,78.468,11.641,92.73,7
22.655,88.447,11.641,92.73,38
17.7285,83.2236,11.641,92.73,5
17.453,78.468,19.074,82.037,7
21.18,81.739,19.074,82.037,7
23.077,72.635,21.18,81.739,7
25.44,81.734,21.18,81.739,21
12.95,77.668,21.18,81.739,14
23.287,77.337,21.18,81.739,7
12.907,80.122,21.18,81.739,7
28.567,77.103,21.18,81.739,42
17.453,78.468,21.18,81.739,28
22.7281,75.8042,21.18,81.739,14
19.074,82.037,21.18,81.739,7
21.914,84.05,21.18,81.739,7
22.655,88.447,21.18,81.739,21
19.089,72.868,21.18,81.739,14
23.3173,85.3251,21.18,81.739,7
15.8631,74.6114,14.51,78.773,7
12.907,80.122,14.51,78.773,7
17.453,78.468,14.51,78.773,7
16.53,80.797,14.51,78.773,7
12.95,77.668,17.11,81.818,14
12.907,80.122,17.11,81.818,7
17.453,78.468,17.11,81.818,49
17.7285,83.2236,17.11,81.818,7
12.95,77.668,13.634,79.5443,7
15.8631,74.6114,13.634,79.5443,7
10.152,76.402,13.634,79.5443,6
28.567,77.103,13.634,79.5443,7
15.362,75.085,13.634,79.5443,7
17.453,78.468,13.634,79.5443,62
16.665,74.289,13.634,79.5443,7
16.53,80.797,13.634,79.5443,9
12.95,77.668,16.53,80.797,40
12.907,80.122,16.53,80.797,14
28.567,77.103,16.53,80.797,14
17.453,78.468,16.53,80.797,63
14.5184,78.768,16.53,80.797,7
13.634,79.5443,16.53,80.797,9
17.7285,83.2236,16.53,80.797,13
12.95,77.668,17.7285,83.2236,34
12.907,80.122,17.7285,83.2236,27
28.567,77.103,17.7285,83.2236,47
17.453,78.468,17.7285,83.2236,92
22.655,88.447,17.7285,83.2236,19
19.089,72.868,17.7285,83.2236,5
11.641,92.73,17.7285,83.2236,6
21.18,81.739,17.7285,83.2236,7
17.11,81.818,17.7285,83.2236,7
16.53,80.797,17.7285,83.2236,13
12.95,77.668,23.3173,85.3251,37
20.244,85.818,23.3173,85.3251,7
28.567,77.103,23.3173,85.3251,98
17.453,78.468,23.3173,85.3251,14
22.655,88.447,23.3173,85.3251,28
19.089,72.868,23.3173,85.3251,26
25.591,85.088,23.3173,85.3251,8
21.18,81.739,23.3173,85.3251,7
22.655,88.447,25.7062,91.9751,7
30.673,76.789,32.165,76.2601,6
28.567,77.103,32.165,76.2601,15
31.082,77.068,32.165,76.2601,3
30.673,76.789,31.877,77.154,18
28.567,77.103,31.877,77.154,21
31.082,77.068,31.877,77.154,3
30.673,76.789,31.082,77.068,6
28.567,77.103,31.082,77.068,7
32.165,76.2601,31.082,77.068,3
31.877,77.154,31.082,77.068,3
23.077,72.635,20.713,70.921,6
19.089,72.868,20.713,70.921,7
30.673,76.789,34.1425,77.5555,4
28.567,77.103,34.1425,77.5555,30
32.689,74.837,34.1425,77.5555,3
33.987,74.774,34.1425,77.5555,2
28.567,77.103,34.653,77.376,2
26.106,91.586,28.066,95.336,4
22.655,88.447,27.231,88.587,7
12.95,77.668,11.969,79.81,5
17.453,78.468,11.969,79.81,7
